,T (degC)
232241,13.28
232247,13.27
232253,13.48
232259,13.67
232265,13.43
232271,13.08
232277,12.49
232283,11.73
232289,11.47
232295,10.61
232301,10.83
232307,11.3
232313,12.59
232319,13.93
232325,13.87
232331,13.57
232337,12.76
232343,13.0
232349,13.84
232355,14.56
232361,13.72
232367,13.74
232373,13.27
232379,12.53
232385,12.23
232391,12.0
232397,11.8
232403,11.48
232409,11.13
232415,10.9
232421,10.71
232427,9.88
232433,9.3
232439,8.94
232445,8.06
232451,7.74
232457,7.94
232463,8.32
232469,7.88
232475,8.26
232481,8.57
232487,9.31
232493,9.93
232499,9.98
232505,10.63
232511,10.8
232517,10.33
232523,9.66
232529,9.38
232535,9.24
232541,8.59
232547,8.34
232553,7.65
232559,7.19
232565,7.06
232571,6.93
232577,6.85
232583,6.84
232589,6.99
232595,7.43
232601,8.23
232607,8.91
232613,9.65
232619,10.76
232625,12.11
232631,13.36
232637,12.96
232643,13.03
232649,14.06
232655,13.86
232661,14.14
232667,14.26
232673,14.48
232679,14.19
232685,13.41
232691,12.9
232697,12.26
232703,11.08
232709,10.1
232715,9.16
232721,8.55
232727,7.67
232733,7.99
232739,8.82
232745,11.71
232751,11.79
232757,13.14
232763,14.38
232769,14.73
232775,15.26
232781,16.83
232787,16.3
232793,16.31
232799,16.55
232805,16.65
232811,17.79
232817,16.57
232823,15.3
232829,15.03
232835,14.94
232841,14.33
232847,13.66
232853,12.88
232859,12.0
232865,11.5
232871,10.4
232877,11.48
232883,11.87
232889,13.19
232895,14.34
232901,14.99
232907,15.84
232913,16.42
232919,16.96
232925,17.57
232931,17.95
232937,18.31
232943,18.98
232949,19.14
232955,18.68
232961,17.45
232967,16.63
232973,13.89
232979,12.09
232985,11.14
232991,9.84
232997,8.69
233003,7.76
233009,7.35
233015,6.68
233021,9.22
233027,11.31
233033,14.16
233039,15.39
233045,17.35
233051,18.65
233057,19.16
233063,19.32
233069,19.46
233075,20.08
233081,20.83
233087,20.71
233093,20.72
233099,20.66
233105,19.53
233111,18.73
233117,16.7
233123,15.35
233129,14.34
233135,13.43
233141,12.68
233147,12.1
233153,11.32
233159,10.86
233165,10.69
233171,13.92
233177,16.25
233183,18.56
233189,19.88
233195,20.32
233201,20.98
233207,21.66
233213,21.72
233219,22.1
233225,22.5
233231,22.31
233237,22.37
233243,22.33
233249,21.33
233255,20.17
233261,19.45
233267,17.48
233273,16.41
233279,15.28
233285,15.22
233291,14.84
233297,14.6
233303,14.7
233309,14.67
233315,15.96
233321,17.88
233327,17.63
233333,19.76
233339,21.35
233345,22.02
233351,22.6
233357,22.83
233363,23.13
233369,22.74
233375,22.1
233381,21.63
233387,20.5
233393,19.04
233399,18.31
233405,17.7
233411,16.91
233417,16.09
233423,15.9
233429,15.47
233435,14.69
233441,14.68
233447,14.25
233453,14.45
233459,14.87
233465,15.38
233471,16.59
233477,18.2
233483,19.02
233489,18.32
233495,17.27
233501,17.79
233507,16.38
233513,14.12
233519,14.28
233525,14.85
233531,15.43
233537,14.14
233543,13.55
233549,13.49
233555,13.36
233561,13.79
233567,13.7
233573,13.63
233579,14.04
233585,14.22
233591,13.92
233597,13.67
233603,12.95
233609,12.81
233615,12.87
233621,12.69
233627,12.05
233633,12.37
233639,12.81
233645,14.67
233651,15.48
233657,16.1
233663,16.53
233669,15.98
233675,16.48
233681,15.25
233687,14.39
233693,13.3
233699,12.7
233705,12.03
233711,10.79
233717,10.33
233723,9.8
233729,9.45
233735,9.28
233741,9.09
233747,9.56
233753,11.68
233759,15.8
233765,17.71
233771,19.55
233777,19.58
233783,19.47
233789,19.23
233795,20.46
233801,20.25
233807,19.61
233813,21.27
233819,20.7
233825,18.75
233831,18.06
233837,15.46
233843,14.54
233849,13.65
233855,13.06
233861,12.85
233867,12.71
233873,12.62
233879,12.63
233885,12.96
233891,14.81
233897,16.76
233903,18.93
233909,20.76
233915,21.68
233921,22.18
233927,22.91
233933,23.39
233939,23.2
233945,23.58
233951,22.95
233957,23.16
233963,22.64
233969,21.08
233975,19.88
233981,18.75
233987,17.54
233993,16.4
233999,15.95
234005,15.03
234011,14.83
234017,13.79
234023,13.91
234029,14.11
234035,15.97
234041,18.61
234047,20.84
234053,22.4
234059,23.48
234065,23.97
234071,24.28
234077,24.38
234083,25.71
234089,25.78
234095,26.67
234101,26.2
234107,25.94
234113,24.28
234119,23.18
234125,21.4
234131,20.7
234137,14.28
234143,13.32
234149,13.42
234155,13.14
234161,11.79
234167,10.99
234173,11.09
234179,13.0
234185,14.08
234191,15.02
234197,15.59
234203,15.98
234209,16.57
234215,16.96
234221,18.26
234227,18.33
234233,18.52
234239,18.18
234245,17.63
234251,16.85
234257,16.63
234263,15.7
234269,14.69
234275,13.41
234281,12.29
234287,11.05
234293,10.49
234299,9.72
234305,9.18
234311,8.7
234317,8.22
234323,9.29
234329,13.52
234335,16.51
234341,19.66
234347,20.18
234353,20.5
234359,21.06
234365,21.63
234371,21.85
234377,22.12
234383,22.36
234389,21.98
234395,20.97
234401,20.1
234407,18.86
234413,18.45
234419,17.7
234425,16.34
234431,14.99
234437,13.27
234443,13.42
234449,12.48
234455,12.17
234461,12.54
234467,14.46
234473,15.6
234479,16.9
234485,17.79
234491,17.78
234497,18.75
234503,19.47
234509,20.84
234515,22.1
234521,21.19
234527,21.36
234533,21.94
234539,21.41
234545,19.52
234551,18.55
234557,16.76
234563,15.97
234569,14.94
234575,14.64
234581,13.64
234587,13.09
234593,12.15
234599,11.76
234605,12.37
234611,15.17
234617,16.76
234623,18.8
234629,20.81
234635,21.89
234641,22.68
234647,23.95
234653,24.39
234659,24.91
234665,25.28
234671,24.69
234677,24.88
234683,24.97
234689,23.76
234695,23.0
234701,21.69
234707,20.07
234713,18.99
234719,18.74
234725,17.55
234731,16.96
234737,16.46
234743,16.32
234749,17.52
234755,19.1
234761,21.37
234767,22.74
234773,24.7
234779,26.47
234785,26.73
234791,27.28
234797,28.5
234803,29.4
234809,29.74
234815,29.1
234821,28.83
234827,28.71
234833,27.55
234839,26.11
234845,25.03
234851,23.32
234857,22.28
234863,21.42
234869,20.3
234875,20.0
234881,19.46
234887,19.11
234893,19.04
234899,19.2
234905,22.22
234911,25.83
234917,28.16
234923,29.97
234929,32.01
234935,32.06
234941,32.81
234947,33.5
234953,34.34
234959,34.21
234965,33.68
234971,32.6
234977,31.2
234983,30.04
234989,28.73
234995,27.94
235001,26.74
235007,26.26
235013,25.7
235019,24.12
235025,22.14
235031,21.7
235037,22.33
235043,21.53
235049,22.68
235055,24.09
235061,25.88
235067,26.23
235073,27.95
235079,29.45
235085,30.97
235091,30.08
235097,28.59
235103,26.63
235109,21.5
235115,18.97
235121,18.97
235127,19.24
235133,19.62
235139,19.39
235145,18.7
235151,18.41
235157,18.3
235163,17.45
235169,16.4
235175,16.94
235181,15.75
235187,16.29
235193,16.78
235199,18.26
235205,18.85
235211,20.32
235217,21.1
235223,21.25
235229,22.03
235235,22.31
235241,22.54
235247,22.81
235253,23.13
235259,22.79
235265,20.7
235271,19.51
235277,18.51
235283,17.0
235289,16.83
235295,16.07
235301,15.05
235307,14.78
235313,13.34
235319,13.4
235325,14.27
235331,16.33
235337,18.26
235343,19.14
235349,19.51
235355,20.76
235361,21.45
235367,21.67
235373,22.07
235379,22.53
235385,22.33
235391,22.57
235397,23.26
235403,22.53
235409,20.88
235415,19.7
235421,18.56
235427,17.63
235433,16.27
235439,15.77
235445,15.18
235451,14.65
235457,14.94
235463,15.2
235469,15.6
235475,17.64
235481,17.92
235487,18.02
235493,18.41
235499,20.05
235505,20.26
235511,19.31
235517,20.76
235523,20.98
235529,21.14
235535,21.34
235541,20.69
235547,20.41
235553,17.89
235559,17.0
235565,16.27
235571,15.44
235577,14.98
235583,14.79
235589,14.11
235595,13.51
235601,12.57
235607,12.2
235613,12.68
235619,13.74
235625,15.34
235631,15.92
235637,16.09
235643,16.63
235649,17.44
235655,18.51
235661,18.19
235667,18.91
235673,19.61
235679,16.3
235685,15.31
235691,15.78
235697,15.52
235703,14.39
235709,14.4
235715,14.2
235721,14.01
235727,13.74
235733,12.97
235739,12.26
235745,11.93
235751,12.06
235757,12.15
235763,11.92
235769,11.92
235775,12.37
235781,13.0
235787,13.28
235793,12.5
235799,12.94
235805,13.65
235811,14.14
235817,14.17
235823,12.13
235829,11.75
235835,11.39
235841,11.33
235847,11.04
235853,10.51
235859,10.46
235865,10.3
235871,10.4
235877,10.39
235883,10.22
235889,9.73
235895,9.53
235901,9.42
235907,9.46
235913,9.72
235919,10.89
235925,10.63
235931,11.55
235937,11.97
235943,12.79
235949,13.02
235955,13.65
235961,13.89
235967,13.78
235973,13.7
235979,13.03
235985,12.01
235991,11.68
235997,11.34
236003,10.52
236009,10.57
236015,10.92
236021,10.97
236027,10.56
236033,10.04
236039,9.6
236045,9.7
236051,10.58
236057,12.07
236063,12.58
236069,12.13
236075,12.17
236081,14.89
236087,15.29
236093,14.39
236099,14.69
236105,14.93
236111,15.73
236117,15.39
236123,15.16
236129,11.96
236135,11.11
236141,11.12
236147,10.83
236153,10.35
236159,9.73
236165,9.22
236171,9.05
236177,8.73
236183,8.51
236189,8.59
236195,9.16
236201,12.05
236207,13.5
236213,15.77
236219,16.27
236225,15.34
236231,16.58
236237,17.54
236243,18.88
236249,17.2
236255,17.11
236261,16.78
236267,15.96
236273,15.48
236279,14.93
236285,14.17
236291,13.54
236297,13.52
236303,13.36
236309,13.58
236315,13.62
236321,13.06
236327,12.97
236333,13.63
236339,13.94
236345,13.51
236351,13.36
236357,13.15
236363,14.01
236369,14.74
236375,15.12
236381,15.33
236387,15.42
236393,15.43
236399,14.6
236405,14.2
236411,14.9
236417,13.32
236423,12.71
236429,12.1
236435,11.08
236441,10.6
236447,11.0
236453,9.76
236459,9.54
236465,8.88
236471,7.98
236477,9.45
236483,10.99
236489,11.57
236495,11.87
236501,12.44
236507,12.89
236513,14.7
236519,15.22
236525,16.11
236531,16.3
236537,16.98
236543,16.89
236549,16.56
236555,16.39
236561,16.29
236567,15.42
236573,14.79
236579,14.35
236585,14.34
236591,14.58
236597,13.83
236603,13.17
236609,13.04
236615,12.53
236621,12.85
236627,14.9
236633,17.17
236639,19.84
236645,20.06
236651,21.18
236657,21.67
236663,22.52
236669,23.4
236675,24.38
236681,23.93
236687,24.16
236693,24.55
236699,24.14
236705,22.03
236711,20.27
236717,18.92
236723,18.27
236729,16.51
236735,16.73
236741,16.17
236747,14.57
236753,14.96
236759,14.11
236765,13.81
236771,15.81
236777,17.4
236783,19.77
236789,20.73
236795,21.32
236801,21.63
236807,23.27
236813,24.03
236819,23.52
236825,24.33
236831,25.41
236837,24.16
236843,23.9
236849,22.18
236855,20.98
236861,19.02
236867,17.13
236873,16.11
236879,15.72
236885,14.46
236891,13.81
236897,14.03
236903,14.09
236909,13.91
236915,16.98
236921,19.28
236927,21.32
236933,21.79
236939,21.88
236945,22.77
236951,22.64
236957,21.43
236963,22.54
236969,19.9
236975,20.79
236981,20.85
236987,20.61
236993,19.93
236999,18.96
237005,18.01
237011,17.43
237017,16.39
237023,16.12
237029,16.36
237035,16.66
237041,17.04
237047,16.77
237053,16.95
237059,17.73
237065,17.95
237071,18.74
237077,19.57
237083,19.84
237089,21.36
237095,21.75
237101,22.65
237107,23.14
237113,23.59
237119,21.86
237125,20.93
237131,20.72
237137,20.7
237143,20.26
237149,19.12
237155,17.88
237161,16.91
237167,16.88
237173,16.6
237179,16.49
237185,16.26
237191,15.91
237197,15.6
237203,16.4
237209,17.3
237215,19.11
237221,20.45
237227,20.31
237233,20.7
237239,21.94
237245,22.53
237251,22.9
237257,23.05
237263,23.05
237269,23.0
237275,23.02
237281,21.19
237287,19.97
237293,18.96
237299,18.6
237305,16.68
237311,15.77
237317,15.57
237323,15.94
237329,15.98
237335,15.28
237341,15.47
237347,17.15
237353,17.72
237359,18.18
237365,18.94
237371,19.91
237377,20.98
237383,22.19
237389,23.12
237395,23.12
237401,23.56
237407,23.55
237413,23.61
237419,22.78
237425,21.64
237431,20.41
237437,19.32
237443,17.96
237449,16.23
237455,15.41
237461,14.44
237467,13.39
237473,12.82
237479,12.34
237485,13.67
237491,15.89
237497,16.86
237503,18.26
237509,20.12
237515,21.0
237521,21.59
237527,22.53
237533,22.88
237539,23.14
237545,24.06
237551,23.89
237557,24.07
237563,23.54
237569,22.41
237575,20.65
237581,19.57
237587,18.6
237593,16.34
237599,15.38
237605,14.43
237611,13.54
237617,12.75
237623,12.34
237629,13.83
237635,15.77
237641,18.4
237647,19.09
237653,20.83
237659,21.69
237665,22.08
237671,23.03
237677,23.42
237683,23.89
237689,24.44
237695,24.53
237701,24.48
237707,24.32
237713,23.05
237719,22.01
237725,20.01
237731,17.96
237737,16.7
237743,15.73
237749,14.77
237755,13.7
237761,13.26
237767,12.66
237773,14.06
237779,15.77
237785,18.36
237791,19.83
237797,21.75
237803,23.31
237809,24.02
237815,24.55
237821,24.84
237827,25.71
237833,25.79
237839,25.69
237845,25.93
237851,25.26
237857,23.85
237863,22.61
237869,21.7
237875,19.96
237881,17.91
237887,16.79
237893,16.27
237899,15.32
237905,14.82
237911,14.17
237917,14.98
237923,15.95
237929,18.16
237935,20.72
237941,21.8
237947,22.71
237953,23.61
237959,23.97
237965,24.85
237971,24.57
237977,24.15
237983,20.72
237989,21.0
237995,20.7
238001,18.92
238007,17.32
238013,16.34
238019,15.34
238025,14.55
238031,13.93
238037,13.28
238043,12.91
238049,12.6
238055,12.52
238061,12.74
238067,13.71
238073,15.5
238079,16.02
238085,17.18
238091,17.27
238097,17.42
238103,17.8
238109,17.97
238115,18.52
238121,19.33
238127,17.9
238133,18.19
238139,17.74
238145,16.97
238151,16.35
238157,16.04
238163,15.64
238169,15.04
238175,14.48
238181,13.88
238187,13.51
238193,13.46
238199,13.52
238205,13.56
238211,15.06
238217,16.05
238223,17.76
238229,18.04
238235,19.82
238241,19.68
238247,19.92
238253,21.7
238259,22.17
238265,21.58
238271,21.87
238277,21.42
238283,20.88
238289,19.58
238295,18.27
238301,17.36
238307,15.61
238313,14.03
238319,13.49
238325,12.32
238331,11.21
238337,10.99
238343,10.01
238349,11.4
238355,12.57
238361,15.64
238367,17.42
238373,18.59
238379,19.79
238385,20.11
238391,21.25
238397,21.4
238403,21.7
238409,22.73
238415,22.91
238421,23.41
238427,22.4
238433,20.85
238439,19.18
238445,18.0
238451,17.44
238457,15.73
238463,15.76
238469,14.23
238475,13.25
238481,12.95
238487,12.46
238493,12.42
238499,13.65
238505,15.76
238511,18.5
238517,19.12
238523,20.75
238529,21.81
238535,22.99
238541,22.88
238547,22.75
238553,23.82
238559,23.86
238565,21.52
238571,20.32
238577,18.59
238583,17.87
238589,16.92
238595,15.52
238601,15.28
238607,14.6
238613,14.16
238619,13.29
238625,12.9
238631,12.75
238637,13.05
238643,13.2
238649,13.67
238655,14.63
238661,16.64
238667,18.44
238673,19.57
238679,20.3
238685,21.01
238691,22.05
238697,22.64
238703,23.01
238709,23.84
238715,23.19
238721,21.26
238727,19.99
238733,18.91
238739,17.85
238745,15.72
238751,14.71
238757,13.66
238763,12.58
238769,11.75
238775,11.34
238781,12.2
238787,14.07
238793,16.07
238799,19.35
238805,21.36
238811,22.73
238817,23.56
238823,24.35
238829,24.87
238835,25.16
238841,25.42
238847,25.37
238853,25.31
238859,24.66
238865,23.38
238871,22.49
238877,20.29
238883,18.16
238889,17.66
238895,16.1
238901,15.25
238907,14.03
238913,13.16
238919,12.64
238925,13.24
238931,16.07
238937,17.41
238943,18.89
238949,21.49
238955,22.53
238961,24.07
238967,24.37
238973,25.02
238979,25.3
238985,25.24
238991,25.32
238997,25.58
239003,25.0
239009,24.06
239015,23.32
239021,21.13
239027,19.73
239033,17.9
239039,17.38
239045,18.45
239051,17.11
239057,16.13
239063,14.94
239069,15.43
239075,18.27
239081,19.09
239087,19.81
239093,21.69
239099,22.92
239105,23.95
239111,24.55
239117,25.29
239123,25.21
239129,26.23
239135,26.22
239141,25.75
239147,25.51
239153,24.01
239159,22.18
239165,22.18
239171,19.75
239177,18.43
239183,17.27
239189,17.05
239195,16.16
239201,15.79
239207,15.62
239213,15.82
239219,18.02
239225,20.32
239231,20.72
239237,21.97
239243,22.87
239249,23.91
239255,24.8
239261,25.02
239267,26.56
239273,27.03
239279,26.89
239285,27.31
239291,25.7
239297,23.91
239303,22.2
239309,20.66
239315,19.64
239321,18.42
239327,17.91
239333,17.21
239339,16.67
239345,16.13
239351,14.87
239357,15.21
239363,15.85
239369,16.06
239375,16.27
239381,16.49
239387,17.45
239393,18.86
239399,20.44
239405,21.7
239411,22.75
239417,23.54
239423,23.35
239429,24.71
239435,24.48
239441,23.01
239447,22.07
239453,19.74
239459,18.16
239465,17.28
239471,16.13
239477,15.06
239483,14.07
239489,13.17
239495,12.8
239501,13.98
239507,16.31
239513,17.73
239519,20.61
239525,23.15
239531,24.06
239537,25.46
239543,26.67
239549,26.89
239555,27.22
239561,27.74
239567,27.9
239573,28.1
239579,27.53
239585,25.7
239591,24.3
239597,23.33
239603,20.69
239609,19.36
239615,17.81
239621,16.73
239627,15.82
239633,14.67
239639,14.06
239645,15.34
239651,16.6
239657,17.98
239663,21.55
239669,24.28
239675,26.37
239681,27.84
239687,28.74
239693,29.5
239699,30.32
239705,30.78
239711,30.52
239717,30.34
239723,29.27
239729,27.69
239735,26.56
239741,23.27
239747,20.87
239753,19.92
239759,18.41
239765,16.81
239771,15.81
239777,14.67
239783,14.13
239789,14.09
239795,17.06
239801,19.1
239807,22.25
239813,25.17
239819,28.11
239825,29.13
239831,29.69
239837,30.0
239843,30.36
239849,30.64
239855,30.67
239861,30.14
239867,29.2
239873,27.84
239879,26.29
239885,24.02
239891,22.72
239897,20.69
239903,19.22
239909,18.59
239915,17.53
239921,16.27
239927,15.67
239933,16.36
239939,17.89
239945,20.25
239951,22.13
239957,26.05
239963,27.55
239969,28.41
239975,29.0
239981,29.93
239987,29.86
239993,29.22
239999,22.41
240005,19.29
240011,18.86
240017,18.37
240023,18.07
240029,17.86
240035,17.76
240041,17.35
240047,17.48
240053,17.47
240059,17.34
240065,17.02
240071,16.47
240077,16.64
240083,16.19
240089,16.64
240095,17.35
240101,19.22
240107,21.26
240113,22.83
240119,24.39
240125,26.16
240131,26.49
240137,27.84
240143,27.39
240149,27.56
240155,26.79
240161,25.83
240167,24.85
240173,23.21
240179,22.19
240185,21.17
240191,20.13
240197,19.12
240203,18.76
240209,18.08
240215,17.24
240221,17.06
240227,19.13
240233,20.87
240239,23.77
240245,25.86
240251,27.72
240257,29.51
240263,30.25
240269,30.88
240275,29.64
240281,30.18
240287,30.04
240293,31.2
240299,29.63
240305,28.14
240311,24.35
240317,23.48
240323,21.87
240329,21.03
240335,20.82
240341,20.05
240347,19.02
240353,18.36
240359,17.69
240365,17.73
240371,18.71
240377,20.23
240383,23.86
240389,26.84
240395,29.83
240401,31.4
240407,32.69
240413,33.77
240419,34.74
240425,34.77
240431,34.87
240437,34.18
240443,33.75
240449,30.37
240455,25.69
240461,24.91
240467,24.4
240473,22.79
240479,22.29
240485,20.94
240491,20.56
240497,21.77
240503,24.15
240509,26.65
240515,24.86
240521,24.71
240527,24.83
240533,26.23
240539,26.3
240545,27.51
240551,28.23
240557,29.37
240563,30.59
240569,31.48
240575,31.74
240581,31.61
240587,29.17
240593,27.39
240599,26.07
240605,23.94
240611,20.66
240617,19.77
240623,19.65
240629,19.31
240635,19.13
240641,18.99
240647,19.12
240653,19.14
240659,19.0
240665,18.73
240671,18.99
240677,20.56
240683,20.69
240689,20.93
240695,22.21
240701,22.92
240707,23.08
240713,21.97
240719,20.82
240725,20.02
240731,19.21
240737,18.99
240743,18.15
240749,16.65
240755,16.41
240761,16.53
240767,16.44
240773,16.59
240779,16.61
240785,16.36
240791,15.78
240797,15.07
240803,16.98
240809,18.83
240815,18.71
240821,20.94
240827,21.05
240833,22.14
240839,23.3
240845,23.73
240851,24.1
240857,24.23
240863,24.88
240869,23.6
240875,22.1
240881,20.74
240887,20.32
240893,19.64
240899,18.18
240905,18.16
240911,18.16
240917,17.81
240923,18.85
240929,18.29
240935,18.52
240941,18.6
240947,18.05
240953,18.39
240959,19.92
240965,21.26
240971,22.03
240977,22.8
240983,22.72
240989,22.59
240995,23.47
241001,22.96
241007,22.72
241013,23.49
241019,22.39
241025,21.34
241031,20.35
241037,19.18
241043,17.73
241049,16.6
241055,15.87
241061,15.11
241067,14.41
241073,13.95
241079,13.73
241085,14.02
241091,15.67
241097,17.65
241103,20.05
241109,22.75
241115,25.0
241121,25.97
241127,27.2
241133,28.23
241139,29.16
241145,29.91
241151,30.26
241157,30.42
241163,30.6
241169,28.18
241175,26.45
241181,23.72
241187,22.4
241193,20.36
241199,19.28
241205,18.88
241211,17.7
241217,16.92
241223,15.89
241229,16.37
241235,18.5
241241,21.14
241247,23.52
241253,27.4
241259,30.33
241265,32.13
241271,32.97
241277,33.62
241283,34.22
241289,34.22
241295,34.11
241301,34.34
241307,33.5
241313,31.79
241319,29.29
241325,26.5
241331,24.78
241337,23.22
241343,20.94
241349,20.34
241355,18.73
241361,17.84
241367,17.73
241373,17.91
241379,18.43
241385,20.75
241391,25.99
241397,28.81
241403,28.42
241409,27.82
241415,30.22
241421,29.86
241427,30.96
241433,30.96
241439,31.33
241445,30.81
241451,29.02
241457,27.7
241463,25.89
241469,24.4
241475,23.67
241481,23.1
241487,21.82
241493,20.86
241499,20.63
241505,19.84
241511,19.72
241517,19.77
241523,18.57
241529,19.13
241535,19.99
241541,21.3
241547,24.09
241553,25.5
241559,26.28
241565,23.36
241571,18.1
241577,21.07
241583,21.39
241589,21.78
241595,22.12
241601,21.75
241607,20.82
241613,19.89
241619,19.71
241625,18.81
241631,18.0
241637,17.69
241643,17.59
241649,17.23
241655,17.13
241661,17.38
241667,17.94
241673,18.81
241679,20.05
241685,20.97
241691,23.61
241697,25.67
241703,26.72
241709,27.16
241715,27.55
241721,28.98
241727,28.57
241733,28.27
241739,27.83
241745,26.54
241751,25.81
241757,23.73
241763,22.54
241769,21.89
241775,20.24
241781,19.7
241787,19.0
241793,18.79
241799,18.8
241805,18.94
241811,19.84
241817,22.31
241823,23.65
241829,28.55
241835,29.04
241841,30.47
241847,31.13
241853,23.69
241859,24.16
241865,26.33
241871,26.28
241877,25.47
241883,17.73
241889,17.18
241895,17.38
241901,17.31
241907,16.8
